"","x","y","z","f","probf","ybin","ybin2"
"1",0.590201785555109,0.652754881314698,0.0534420779440552,0.18943208399019,0.547216909050248,0,5
"2",0.0955708713736385,1.40050333605228,0.225831252057105,0.459874939472288,0.6129845078867,0,5
"3",0.458025996340439,1.54391407864917,0.39943860610947,0.752244939941953,0.679667663461042,1,9
"4",0.773766914149746,-0.32275029039282,0.22180817136541,-0.664811848432679,0.339659526338061,1,1
"5",0.091421686578542,1.37072819471007,0.560629169689491,0.441355258688532,0.608581914340202,1,8
"6",0.487775011220947,0.760528667626287,0.538358331890777,0.646293839003275,0.656174802443687,1,5
"7",0.872778996126726,-0.579881078189626,0.789026834303513,-0.939888051569848,0.280922956199481,0,1
"8",0.564109747763723,1.00424904657432,0.097734663169831,0.315557309909696,0.578241154613057,1,4
"9",0.500703647732735,0.83289275372097,0.490926981903613,0.595649831534119,0.644660426789409,0,7
"10",0.881755322450772,-0.148818667334301,0.245094838319346,-0.954262730487419,0.278028360999534,0,2
"11",0.946251028915867,-0.533901094039065,0.836885332828388,-0.999822039202882,0.268976412025059,0,4
"12",0.408675208687782,1.83831498724183,0.268079356057569,0.890397004538759,0.708972093571582,1,8
"13",0.786284518195316,0.0176527438450808,0.31621247716248,-0.71023356437234,0.329547233057031,0,3
"14",0.648277324391529,0.598130235183201,0.43153205467388,-0.0996284121971958,0.475113478474963,0,4
"15",0.614666307345033,0.665780858722984,0.906724272295833,0.0682081178571126,0.517045421541501,1,4
"16",0.39646137226373,1.42739063671956,0.617308362852782,0.916517663590408,0.714332024628679,1,6
"17",0.192673680838197,1.173963763382,0.640533915255219,0.821118764443033,0.69447377112742,1,7
"18",0.461909354198724,1.48918240774406,0.570857785409316,0.739310542363507,0.676845072441999,1,3
"19",0.958837231388316,-0.537834621953394,0.613863495877013,-0.996656475809018,0.269599305760693,0,4
"20",0.342386381234974,0.99336339378671,0.521984491730109,0.990056895501327,0.729099160129643,1,6
"21",0.432320603867993,1.49556516728615,0.385187910869718,0.830491596490794,0.696458865282057,1,7
"22",0.507596489274874,1.18336406627101,0.221825598971918,0.567618419857593,0.638213456551152,0,6
"23",0.800692212069407,0.102827675718674,0.38830356602557,-0.759060257967701,0.318850329139796,1,2
"24",0.832849856466055,-0.0566628714001441,0.583573103649542,-0.85349540239225,0.298700131537428,0,6
"25",0.245725015876815,1.87557599389299,0.90403061080724,0.942028360891411,0.719509194720345,1,6
"26",0.868120094761252,-0.589389515047256,0.0848468998447061,-0.931679103228558,0.282584185064393,0,6
"27",0.716211883118376,0.120565725185261,0.19118331046775,-0.425456956566959,0.395211688568778,1,4
"28",0.891342032700777,0.00239983702154434,0.0362161102239043,-0.967491844314322,0.275380713014789,0,2
"29",0.302869965089485,1.5060305742145,0.47770938440226,0.998407319194489,0.730745323365274,1,7
"30",0.747474723728374,-0.400362361921777,0.672383326804265,-0.56115533853959,0.363280178839757,0,2
"31",0.781818909570575,-0.081334797189624,0.224158772500232,-0.694339651604236,0.333068392455052,1,1
"32",0.248297121375799,1.33635627693399,0.0096404931973666,0.946265475180887,0.720363515094399,0,7
"33",0.924457394983619,-0.275724663559808,0.293913347879425,-0.995943559727161,0.26973971305858,1,1
"34",0.798500426113605,-0.142024190929292,0.683840825688094,-0.751880333824589,0.320411723611327,0,3
"35",0.17224233248271,1.44020907126992,0.554897067602724,0.758632540355168,0.681056769900827,0,8
"36",0.779240956529975,0.046430842167216,0.762309767305851,-0.68500614174783,0.335144901071215,0,6
"37",0.848912405781448,-0.444243371308386,0.370101747568697,-0.892550326239854,0.290583810139679,0,4
"38",0.400932829128578,1.50322824506174,0.182095200521871,0.907346573882655,0.71245688296421,1,7
"39",0.574610270094126,0.840144995523985,0.171954898862168,0.265325303811949,0.565944915902993,1,5
"40",0.702268154826015,-0.304277959267411,0.832971034105867,-0.361380586388323,0.410625406038424,0,4
"41",0.7232713655103,0.44015827969544,0.173433465883136,-0.457128716084283,0.387667192848906,1,5
"42",0.750043121399358,0.385971536610334,0.325225847773254,-0.571738223794789,0.360835835602066,1,6
"43",0.629698684904724,0.669361991983883,0.922402791678905,-0.00690071616410484,0.49827482780501,0,5
"44",0.509263718966395,0.890001975895373,0.903163776034489,0.560735694795383,0.636622748766967,0,6
"45",0.894291395554319,-0.795294574884489,0.214680656325072,-0.971116013549059,0.274658112932654,1,1
"46",0.222106172470376,1.83500548578092,0.266780462581664,0.895934613516942,0.710113348526445,0,5
"47",0.0890446826815605,1.00142121270184,0.463984289672226,0.430659524881066,0.606031145881747,1,6
"48",0.374048680765554,1.91235889971444,0.214264725102112,0.955499742992242,0.7222198745856,1,5
"49",0.582456748234108,0.645302259135921,0.604245364433154,0.227304580394108,0.556582731210696,0,6
"50",0.279149797046557,1.97445200846358,0.70065576559864,0.98471829525023,0.72804342538063,0,7
"51",0.844155770726502,-0.384943366548763,0.775129733607173,-0.881573947877408,0.292851724443097,1,3
"52",0.968869603937492,-0.123965373747806,0.149547735694796,-0.991306032772,0.270654188920303,1,3
"53",0.596329687628895,0.84083449500949,0.408137887716293,0.159263134332009,0.53973183673598,1,9
"54",0.381931090028957,0.98462116418964,0.359929042868316,0.943134519537899,0.719732380701766,0,6
"55",0.873387715546414,-0.593673968347797,0.645603384589776,-0.940923032476643,0.280713932036732,1,4
"56",0.214413007022813,1.71598955233495,0.278598096221685,0.878190106608968,0.706447026373141,0,7
"57",0.882336887298152,-0.0568206424615095,0.497912282124162,-0.955128045079739,0.277854700986866,0,1
"58",0.281468045664951,0.991214926576628,0.295568147441372,0.98667076904179,0.728429835592981,1,6
"59",0.822908326983452,-0.289462156760217,0.673861084738746,-0.826549181881072,0.30437522153656,0,1
"60",0.662303606048226,0.827596491065271,0.0808294136077166,-0.16910880096031,0.457823265322838,1,3
"61",0.304937461391091,1.06199343666186,0.836224268190563,0.998937167466933,0.730849561760996,1,9
"62",0.798689636169001,-0.348323538003428,0.509522597072646,-0.752503727830885,0.320275995981142,0,4
"63",0.601580029353499,0.405581000732788,0.0329928009305149,0.133294599602529,0.533274397716283,1,6
"64",0.608862550696358,0.67199562480164,0.999316034605727,0.0971265399311977,0.524262564441577,0,3
"65",0.169828136451542,0.869346401863943,0.149270511697978,0.750712992600376,0.679334036842157,1,9
"66",0.936672029551119,-0.0479150967019213,0.307605233509094,-0.999578693024681,0.269024263412066,0,2
